taxonomy	SRR7723005	SRR7723001
Bacteroidota	81.4176652335257	81.4176652335257
Actinomycetota	9.260924294191692	9.260924294191692
Pseudomonadota	6.472021055729021	6.472021055729021
Bacillota	2.011574111915777	2.011574111915777
Bacillota_C	0.8378153046378185	0.8378153046378185
